0,3728e862bc1a-Hudep2_ATAC,63c8c12bbd6d-Hudep2_D3_merged_CTCF.all,7cc13c8c96b4-Hudep2_BCL11A,205e5fa1f1a2-Hudep2_D0_GATA1.all,d129b3ac2b99-HUDEP2_LRF_CHIP,b7711f4c7ed3-Hudep2_D3_merged_GATA1.all,edffd978bf93-Hudep2_D3_merged_KLF1.all,acd1460e941b-Hudep2_D3_merged_LDB1.all,7453df490b6c-Hudep2_D3_merged_TAL1.all
chr11:5309049-5309050,61.6754,8.2898,3.05721,14.0336,21.74,14.592,23.0137,12.7562,14.9602
chr11:5309051-5309052,61.5311,8.368160000000001,3.07463,14.1841,21.7363,14.9391,23.209,12.8346,15.1878
chr11:5309426-5309427,968.32,22.398000000000003,64.6891,107.561,33.459,256.03,120.044,102.522,156.062
chr11:5309515-5309516,1442.4,25.4266,96.459,126.682,38.0174,296.039,134.014,113.795,182.07
chr11:5312637-5312638,275.189,117.044,7.492539999999999,10.2836,22.199,5.60945,16.1567,13.3595,8.04229
chr11:5312647-5312648,287.627,121.65799999999999,7.641789999999999,9.9602,22.5348,5.8209,16.2811,13.4216,8.054730000000001
chr11:5319062-5319063,121.43,6.17164,10.7177,15.4391,13.5821,13.6729,11.1107,13.5398,6.4204
chr11:5319067-5319068,123.296,6.1903,10.7363,15.4453,13.6132,13.8408,11.1045,13.5087,6.3893
chr11:5319069-5319070,124.042,6.19776,10.7438,15.4478,13.6256,13.908,11.102,13.4963,6.376869999999999
chr11:5319105-5319106,135.009,6.317159999999999,10.6604,15.2998,13.8582,15.0597,11.0684,13.1779,6.17786
chr11:5319291-5319292,91.7836,6.37562,3.5758699999999997,6.777360000000001,15.4876,13.9415,11.1779,8.03731,6.91045
chr11:5319302-5319303,90.3072,6.376869999999999,3.3743800000000004,6.39055,15.5037,13.4963,11.1866,7.66418,6.90672
chr11:5319303-5319304,90.3197,6.3781099999999995,3.37313,6.37065,15.505,13.4478,11.1866,7.6318399999999995,6.89677
chr11:5319417-5319418,88.6567,5.98881,3.37313,5.104480000000001,16.3483,8.22264,10.3333,4.8806,5.59701
chr11:5325062-5325063,751.883,9.02736,17.5684,90.9117,22.0896,83.9266,41.4975,38.8346,25.755
chr11:5325063-5325064,750.1669999999999,9.02985,17.5398,90.8607,22.092,83.8097,41.4838,38.8333,25.7662
chr11:5325065-5325066,746.7339999999999,9.03483,17.4826,90.7587,22.096999999999998,83.5759,41.4565,38.8308,25.7886
chr11:5325094-5325095,696.9580000000001,9.10697,16.653,89.2799,22.1692,80.1853,41.0597,38.7948,26.1132
chr11:5325104-5325105,672.9839999999999,9.10075,16.2848,87.9403,22.1679,78.459,40.6791,38.4689,26.0261
chr11:5325129-5325130,593.755,8.97637,15.1654,82.1567,22.0746,72.6443,39.0311,36.7276,25.2488
chr11:5325130-5325131,590.586,8.97139,15.1206,81.9254,22.0709,72.4117,38.9652,36.658,25.2177
chr11:5330269-5330270,24.592,7.037310000000001,1.199,6.113180000000001,8.24129,9.32836,5.932840000000001,9.16667,3.9863199999999996
chr11:5369965-5369966,354.832,4.79229,5.32338,11.6704,28.01,11.2649,15.1318,9.983830000000001,5.434080000000001
chr11:5369977-5369978,358.81699999999995,4.82214,5.33831,11.5659,27.7413,11.2799,15.1468,10.1182,5.47886
chr11:5369979-5369980,359.481,4.82711,5.3408,11.5485,27.6965,11.2823,15.1493,10.1405,5.48632
chr11:5374672-5374673,23.0025,2.52363,1.65672,4.84204,11.5746,1.78358,3.1903,4.58209,0.9676620000000001
chr11:5374683-5374684,23.2351,2.56468,1.7935299999999998,4.97886,11.642999999999999,1.7699,3.1629400000000003,4.5,0.9813430000000001
chr11:5391290-5391291,220.515,111.74,2.6592,12.9316,23.7985,11.1878,19.6779,9.70647,5.78607
chr11:5391293-5391294,221.795,112.69200000000001,2.6480099999999998,12.8719,23.9366,11.2251,19.7002,9.68035,5.7935300000000005
chr11:5391300-5391301,224.31,114.785,2.6231299999999997,12.7239,24.2475,11.3022,19.7438,9.61318,5.80348
chr11:5402129-5402130,187.19799999999998,73.4963,6.05224,8.92786,17.5,6.608210000000001,11.1368,7.652989999999999,3.82711
chr11:5402137-5402138,194.19299999999998,75.2475,6.10199,9.02736,17.7388,6.46891,11.2264,7.59328,3.7475099999999997
chr11:5402196-5402197,206.86700000000002,79.6057,5.25373,9.18159,17.709,5.55348,10.8458,7.212689999999999,2.92786
chr11:5402198-5402199,206.942,79.6754,5.21393,9.18159,17.6915,5.523630000000001,10.8234,7.20025,2.8980099999999998
chr11:5402207-5402208,202.81799999999998,78.3955,5.0149300000000006,9.07836,17.5224,5.39801,10.6281,7.18035,2.77239
chr11:5497629-5497630,82.5995,61.791000000000004,0.624378,7.758710000000001,16.6828,3.41791,6.85075,11.449000000000002,6.2699
chr11:5497655-5497656,88.3047,62.0647,0.8296020000000001,7.27239,17.4764,3.6355699999999995,7.41418,12.3371,6.54975
chr11:5497670-5497671,87.6517,60.9826,1.03483,6.992539999999999,17.607,3.67289,7.694030000000001,12.5983,6.68035
chr11:5497673-5497674,87.5211,60.7662,1.07587,6.93657,17.6331,3.68035,7.75,12.6505,6.7064699999999995
chr11:5497690-5497691,86.7811,59.5398,1.30846,6.6194,17.7811,3.72264,8.067160000000001,12.9465,6.854480000000001
chr11:5497691-5497692,86.7376,59.4677,1.3221399999999999,6.60075,17.7898,3.7251199999999995,8.08582,12.9639,6.863180000000001
chr11:5552459-5552460,9.9204,3.3233800000000002,1.14677,0.9141790000000001,1.64179,6.7077100000000005,1.199,2.78483,2.75995
chr11:5552460-5552461,9.98507,3.33085,1.14925,0.9116920000000001,1.6368200000000002,6.7301,1.2064700000000002,2.79478,2.76741
chr11:5602227-5602228,19.7774,3.98259,1.31716,2.52612,6.34826,1.64925,6.27114,3.69403,2.8806
chr11:5602230-5602231,20.2326,3.96766,1.32463,2.58955,6.35199,1.63806,6.2935300000000005,3.70149,2.88806
chr11:5602231-5602232,20.3843,3.9626900000000003,1.32711,2.6107,6.35323,1.6343299999999998,6.301,3.7039800000000005,2.89055
chr11:5602262-5602263,25.3209,3.70025,1.39055,3.34701,6.46891,1.59701,6.54726,3.73259,2.93657
chr11:5602308-5602309,32.7152,3.09453,1.4602,4.59701,6.78109,1.76368,6.902989999999999,3.6641800000000004,2.91542
chr11:5602341-5602342,36.7786,2.72512,1.54229,5.45896,6.90423,2.051,7.02612,3.58209,2.83333
chr11:5602344-5602345,37.148,2.6915400000000003,1.54975,5.53731,6.91542,2.07711,7.037310000000001,3.5746300000000004,2.82587
chr11:5602346-5602347,37.3943,2.66915,1.55473,5.58955,6.92289,2.09453,7.04478,3.56965,2.8209
chr11:5602348-5602349,37.6405,2.64677,1.5597,5.64179,6.93035,2.11194,7.052239999999999,3.56468,2.81592
chr11:5602354-5602355,37.8072,2.64925,1.5870600000000001,5.726369999999999,6.917910000000001,2.15174,7.004980000000001,3.52736,2.79478
chr11:5602375-5602376,37.7289,2.72761,1.69154,5.93532,6.83955,2.28234,6.7699,3.37065,2.7164200000000003
chr11:5602377-5602378,37.7214,2.73507,1.7014900000000002,5.95522,6.832089999999999,2.29478,6.747510000000001,3.35572,2.70896
chr11:5602379-5602380,37.7139,2.74254,1.71144,5.9751199999999995,6.82463,2.30721,6.7251199999999995,3.3408,2.70149
chr11:5602387-5602388,37.6841,2.77239,1.7512400000000001,6.05473,6.79478,2.35697,6.6355699999999995,3.2810900000000003,2.67164
chr11:5602394-5602395,37.658,2.79851,1.78607,6.12438,6.768660000000001,2.4005,6.55721,3.22886,2.64552
chr11:5612971-5612972,35.2114,3.62189,1.25871,3.44403,8.52239,3.7810900000000003,3.83955,3.92786,2.43905
chr11:5613011-5613012,38.643,4.79726,1.4801,3.02363,8.10821,3.93781,3.6131800000000003,4.33458,2.45149
chr11:5613018-5613019,38.5734,5.0149300000000006,1.5062200000000001,2.9626900000000003,7.98632,3.90299,3.60448,4.386819999999999,2.4602
chr11:5613019-5613020,38.5634,5.0460199999999995,1.50995,2.95398,7.96891,3.8980099999999998,3.6032300000000004,4.39428,2.46144
chr11:5613021-5613022,38.5435,5.10821,1.51741,2.93657,7.934080000000001,3.88806,3.60075,4.4092,2.46393
chr11:5613022-5613023,38.5336,5.1393,1.52114,2.92786,7.91667,3.88308,3.5995,4.41667,2.46517
chr11:5613023-5613024,38.5236,5.1704,1.52488,2.91915,7.89925,3.87811,3.59826,4.42413,2.4664200000000003
chr11:5613025-5613026,38.5037,5.23259,1.53234,2.90174,7.8644300000000005,3.86816,3.59577,4.43905,2.4689099999999997
chr11:5613026-5613027,38.4938,5.26368,1.53607,2.89303,7.847010000000001,3.8631800000000003,3.5945300000000002,4.44652,2.47015
chr11:5613029-5613030,38.4639,5.35697,1.54726,2.86692,7.79478,3.84826,3.5908,4.46891,2.47388
chr11:5613030-5613031,38.454,5.38806,1.551,2.8582099999999997,7.777360000000001,3.8432800000000005,3.58955,4.476369999999999,2.47512
chr11:5617936-5617937,634.501,7.318410000000001,17.4341,26.1617,21.4478,62.0448,33.092,34.2711,41.6269
chr11:5617945-5617946,657.6619999999999,7.5199,18.6766,27.1244,21.7724,64.8993,33.8085,35.5697,42.5672
chr11:5617972-5617973,693.345,8.04353,22.5933,29.2662,22.893,71.8582,35.0721,38.194,44.5448
chr11:5617982-5617983,703.954,8.2301,24.0485,30.0,23.3159,74.296,35.4701,39.0647,45.20399999999999
chr11:5618025-5618026,701.428,8.718910000000001,28.9938,31.4465,24.76,81.99,36.1119,41.0784,47.3209
chr11:5618033-5618034,694.7710000000001,8.76866,29.74,31.4963,24.9789,83.0547,36.092,41.2276,47.6194
chr11:5618043-5618044,686.45,8.83085,30.6729,31.5585,25.2525,84.3856,36.0672,41.4142,47.9925
chr11:5618044-5618045,685.618,8.837060000000001,30.7662,31.5647,25.2799,84.5187,36.0647,41.4328,48.0299
chr11:5618045-5618046,684.7860000000001,8.84328,30.8595,31.5709,25.3072,84.6517,36.0622,41.4515,48.0672
chr11:5621680-5621681,459.214,123.719,6.80473,8.34328,21.2687,19.2873,22.8371,6.1791,8.83458
chr11:5621703-5621704,503.16,131.96,7.258710000000001,8.705219999999999,22.2251,20.658,24.0162,6.98756,9.5597
chr11:5621704-5621705,503.898,132.04,7.26368,8.71144,22.255,20.6878,24.0261,7.051,9.59328
chr11:5621705-5621706,504.63599999999997,132.119,7.268660000000001,8.71766,22.2848,20.7177,24.0361,7.1144300000000005,9.62687
chr11:5621706-5621707,505.37300000000005,132.19899999999998,7.273630000000001,8.72388,22.3147,20.7475,24.046,7.177860000000001,9.66045
chr11:5621715-5621716,512.011,132.915,7.318410000000001,8.77985,22.5833,21.0162,24.1356,7.748760000000001,9.96269
chr11:5621719-5621720,514.961,133.234,7.338310000000001,8.804730000000001,22.7027,21.1356,24.1754,8.00249,10.097000000000001
chr11:5621766-5621767,519.337,131.063,7.22388,8.89179,23.8445,22.0498,23.8246,10.9664,11.6132
chr11:5621767-5621768,518.235,130.785,7.2077100000000005,8.88557,23.8582,22.0498,23.7848,11.0286,11.642999999999999
chr11:5621768-5621769,517.133,130.506,7.19154,8.87935,23.8719,22.0498,23.745,11.0908,11.6729
chr11:5621770-5621771,514.929,129.94899999999998,7.1592,8.86692,23.8993,22.0498,23.6654,11.2152,11.7326
chr11:5621779-5621780,505.01099999999997,127.44200000000001,7.01368,8.81095,24.0224,22.0498,23.3072,11.7749,12.0012
chr11:5646401-5646402,59.1866,5.51244,1.44154,3.2898,9.33955,2.62438,7.598260000000001,4.35572,3.12811
chr11:5646404-5646405,58.3246,5.5385599999999995,1.44527,3.2450200000000002,9.28358,2.61692,7.66542,4.31468,3.13557
chr11:5646405-5646406,58.0373,5.54726,1.44652,3.2301,9.26493,2.61443,7.687810000000001,4.301,3.13806
chr11:5646406-5646407,57.75,5.555969999999999,1.44776,3.21517,9.246269999999999,2.61194,7.7102,4.28731,3.14055
chr11:5672161-5672162,101.97,1.7574599999999998,1.3694,8.87687,11.4988,9.95149,4.5385599999999995,4.53109,4.84577
chr11:5672175-5672176,102.09200000000001,1.6878099999999998,1.21269,9.1903,11.2724,9.89925,4.66045,4.33955,4.9676599999999995
chr11:5672223-5672224,94.6965,1.6828400000000001,0.675373,9.6505,10.6144,9.398010000000001,4.95896,3.8868199999999997,5.09328
chr11:5672233-5672234,91.4627,1.73259,0.563433,9.61318,10.5025,9.22388,4.99627,3.8370599999999997,5.055969999999999
chr11:5672253-5672254,84.34700000000001,1.8495,0.354478,9.442789999999999,10.3072,8.8607,5.02612,3.76493,4.93905
chr11:5672258-5672259,81.8346,1.89925,0.323383,9.28731,10.2948,8.75498,4.98259,3.78358,4.85821
chr11:5686629-5686630,141.83700000000002,7.92537,2.09701,21.7674,16.7774,29.995,11.3731,9.87687,7.863180000000001
chr11:5686631-5686632,141.593,7.9204,2.0995,21.8744,16.7799,29.9154,11.3905,9.87687,7.84577
chr11:5686632-5686633,141.471,7.917910000000001,2.10075,21.9279,16.7811,29.8756,11.3993,9.87687,7.837060000000001
chr11:5686633-5686634,141.35,7.91542,2.1019900000000002,21.9813,16.7823,29.8358,11.408,9.87687,7.828360000000001
chr11:5686860-5686861,57.0759,4.522390000000001,3.2375599999999998,22.7052,12.5958,18.3371,8.38557,10.6119,6.126869999999999
chr11:5686861-5686862,57.1393,4.51244,3.25995,22.6716,12.5871,18.2985,8.398010000000001,10.6107,6.126869999999999
chr11:5686869-5686870,57.6468,4.432840000000001,3.43905,22.403000000000002,12.5174,17.99,8.49751,10.6007,6.126869999999999
chr11:5686888-5686889,58.852,4.24378,3.8644300000000005,21.7649,12.352,17.2575,8.733830000000001,10.5771,6.126869999999999
chr11:5705044-5705045,92.2313,4.96393,0.28607,7.651739999999999,9.34328,2.2661700000000002,8.138060000000001,5.77612,3.4340800000000002
chr11:5705058-5705059,93.0672,5.03109,0.389303,7.2922899999999995,9.631839999999999,2.29478,8.06095,5.8097,3.10945
chr11:5705060-5705061,92.9652,5.0385599999999995,0.40671599999999997,7.2301,9.67662,2.3047299999999997,8.04602,5.8097,3.06219
chr11:5705062-5705063,92.8632,5.0460199999999995,0.424129,7.167910000000001,9.72139,2.31468,8.031089999999999,5.8097,3.01493
chr11:5705063-5705064,92.8122,5.04975,0.43283599999999994,7.136819999999999,9.743780000000001,2.31965,8.02363,5.8097,2.9912900000000002
chr11:5705065-5705066,92.7102,5.0572099999999995,0.45024899999999995,7.07463,9.78856,2.3296,8.00871,5.8097,2.94403
chr11:5705067-5705068,92.6082,5.06468,0.46766199999999997,7.01244,9.83333,2.33955,7.99378,5.8097,2.89677
chr11:5705068-5705069,92.5572,5.06841,0.476368,6.981339999999999,9.85572,2.34453,7.98632,5.8097,2.8731299999999997
chr11:5705076-5705077,92.1493,5.09826,0.54602,6.732589999999999,10.0348,2.38433,7.92662,5.8097,2.68408
chr11:5705086-5705087,91.6393,5.1355699999999995,0.633085,6.42164,10.2587,2.43408,7.85199,5.8097,2.4477599999999997
chr11:5705099-5705100,90.9764,5.184080000000001,0.746269,6.01741,10.5498,2.49876,7.754980000000001,5.8097,2.14055
chr11:5705100-5705101,90.7861,5.18781,0.758706,5.98259,10.5771,2.50622,7.745019999999999,5.801,2.1194
chr11:5705111-5705112,87.2699,5.18781,0.8955219999999999,5.626869999999999,10.8644,2.61567,7.662939999999999,5.67786,1.91418
chr11:5705116-5705117,85.6716,5.18781,0.9577110000000001,5.46517,10.995,2.66542,7.62562,5.6218900000000005,1.8209
chr11:5706017-5706018,288.26599999999996,95.0274,3.4266199999999998,16.5236,25.5896,33.8483,32.6356,20.4726,9.8607
chr11:5706299-5706300,700.47,31.5124,13.1517,23.3072,25.0659,47.7413,52.9739,20.5808,16.0547
chr11:5706300-5706301,701.817,31.3109,13.1642,23.2848,25.046,47.7413,52.9677,20.5249,16.0386
chr11:5706302-5706303,703.852,31.0796,13.1468,23.2301,25.0137,47.7612,52.9279,20.4279,15.9913
chr11:5706303-5706304,704.8689999999999,30.9639,13.1381,23.2027,24.9975,47.7711,52.908,20.3794,15.9677
chr11:5706336-5706337,738.444,27.1468,12.8507,22.2998,24.4639,48.0995,52.2512,18.7786,15.1878
chr11:5706339-5706340,741.4960000000001,26.7998,12.8246,22.2177,24.4154,48.1294,52.1915,18.6331,15.1169
chr11:5706354-5706355,747.563,25.1107,12.4963,21.704,24.0858,48.0709,51.6281,17.8209,14.6816
chr11:5706355-5706356,746.578,25.0137,12.444,21.6542,24.051,48.0398,51.5522,17.7562,14.6405
chr11:5706357-5706358,744.6080000000001,24.8197,12.3396,21.5547,23.9813,47.9776,51.4005,17.6269,14.5585
chr11:5706360-5706361,741.653,24.5286,12.1828,21.4055,23.8769,47.8843,51.1729,17.4328,14.4353
chr11:5706370-5706371,731.802,23.5585,11.6604,20.908,23.5286,47.5734,50.4142,16.7861,14.0249
chr11:5706373-5706374,728.847,23.2674,11.5037,20.7587,23.4241,47.4801,50.1866,16.592,13.9017
chr11:5706377-5706378,724.9069999999999,22.8794,11.2948,20.5597,23.2848,47.3557,49.8831,16.3333,13.7376
chr11:5711590-5711591,25.3483,6.00124,2.13682,7.67662,16.3657,2.2661700000000002,12.3868,3.5398,2.38682
chr11:5711611-5711612,26.4353,6.1355699999999995,2.09701,8.256219999999999,16.5124,2.54851,12.3022,3.6069699999999996,2.31468
chr11:5711615-5711616,26.6692,6.14055,2.0870599999999997,8.36567,16.5174,2.6082099999999997,12.2973,3.62189,2.29478
chr11:5711621-5711622,27.0199,6.14801,2.07214,8.52985,16.5249,2.6977599999999997,12.2898,3.64428,2.26493
chr11:5712174-5712175,43.5896,2.0310900000000003,1.09826,10.7114,19.7475,7.447760000000001,10.3159,6.21517,5.24378
chr11:5712175-5712176,43.4801,2.03483,1.09204,10.7127,19.7351,7.4204,10.3085,6.21891,5.25124
chr11:5712590-5712591,25.2264,3.50124,3.50622,5.30473,20.7948,7.123130000000001,10.7301,5.7649300000000006,4.84701
chr11:5712655-5712656,31.601999999999997,3.5261199999999997,5.25,7.29975,18.2749,9.93035,11.1754,6.00622,5.84204
chr11:5712689-5712690,32.1095,3.31468,6.05348,8.01866,16.9216,11.0721,11.1331,6.04851,6.05348
chr11:5733815-5733816,17.9291,27.4888,2.0547299999999997,3.6417900000000003,8.67537,1.5149299999999999,9.271139999999999,3.96642,2.09826
chr11:5733838-5733839,19.76,31.0647,1.76866,3.75622,8.47512,1.62935,9.21393,3.8233800000000002,2.2412900000000002
chr11:5733885-5733886,22.1729,36.791,1.2736299999999998,4.16791,8.01866,1.8209,8.78607,3.7972599999999996,2.5796
chr11:5735059-5735060,22.3918,1.3370600000000001,2.199,1.8619400000000002,7.1107,1.3607,1.80473,5.19776,2.32836
chr11:5735060-5735061,22.5373,1.3457700000000001,2.20025,1.8607,7.08955,1.3656700000000002,1.7972599999999999,5.20522,2.31716
chr11:5735066-5735067,23.4104,1.39801,2.20771,1.85323,6.962689999999999,1.39552,1.75249,5.25,2.25
chr11:5735069-5735070,23.846999999999998,1.42413,2.21144,1.8495,6.89925,1.41045,1.7301,5.272390000000001,2.2164200000000003
chr11:5735072-5735073,24.2836,1.45025,2.21517,1.8457700000000001,6.83582,1.42537,1.7077099999999998,5.29478,2.18284
chr11:5735107-5735108,28.9428,1.80348,2.2475099999999997,1.7935299999999998,6.14179,1.5908,1.4937799999999999,5.58706,1.7910400000000002
chr11:5735108-5735109,29.0299,1.8184099999999999,2.2475099999999997,1.7910400000000002,6.126869999999999,1.59453,1.49254,5.59826,1.77985
chr11:5735110-5735111,29.204,1.8482599999999998,2.2475099999999997,1.78607,6.09701,1.60199,1.49005,5.62065,1.7574599999999998
chr11:5735117-5735118,29.8134,1.9527400000000001,2.2475099999999997,1.76866,5.99254,1.62811,1.4813399999999999,5.699,1.6791
chr11:5735127-5735128,30.6841,2.1019900000000002,2.2475099999999997,1.7437799999999999,5.84328,1.6654200000000001,1.46891,5.81095,1.56716
chr11:5735168-5735169,32.4142,2.76119,2.13308,1.64179,5.45771,1.7487599999999999,1.5796,6.34204,1.199
chr11:5735189-5735190,32.153,3.1268700000000003,2.0024900000000003,1.58955,5.405469999999999,1.7487599999999999,1.73632,6.655469999999999,1.06841
chr11:5735194-5735195,32.0908,3.21393,1.9713900000000002,1.57711,5.39303,1.7487599999999999,1.7736299999999998,6.7301,1.03731
chr11:5829874-5829875,212.234,97.1567,6.7748800000000005,5.4676599999999995,34.347,5.58458,11.1779,8.28358,6.623130000000001
chr11:5829885-5829886,211.892,97.5672,6.87065,5.4539800000000005,34.7575,5.7350699999999994,11.3968,8.37935,6.51368
chr11:5829887-5829888,211.83,97.6418,6.88806,5.45149,34.8321,5.76244,11.4366,8.39677,6.49378
chr11:5831808-5831809,74.847,3.8034800000000004,3.03856,11.1057,11.6692,16.4341,8.5796,15.0522,10.9552
chr11:5831815-5831816,76.4664,3.89925,3.07338,10.9925,11.7562,16.6953,8.597010000000001,15.2525,11.0249
chr11:5831826-5831827,79.0112,4.04975,3.12811,10.8147,11.892999999999999,17.1057,8.62438,15.5672,11.1343
chr11:5831827-5831828,79.2425,4.06343,3.13308,10.7985,11.9055,17.143,8.62687,15.5958,11.1443
chr11:5831829-5831830,79.7052,4.0908,3.14303,10.7662,11.9303,17.2177,8.631839999999999,15.652999999999999,11.1642
chr11:5831864-5831865,83.4042,4.5,3.15423,9.9602,12.2214,17.9813,8.53607,16.3321,11.3918
chr19:12936453-12936454,75.0771,46.6095,1.35572,6.051,61.9266,2.77239,16.9129,10.4154,5.82587
chr19:12936454-12936455,75.5398,46.7836,1.3495,6.0460199999999995,62.0547,2.77861,16.9415,10.4092,5.84701
chr19:12936478-12936479,86.6443,50.9627,1.20025,5.92662,65.1294,2.92786,17.6281,10.26,6.354480000000001
chr19:12936520-12936521,102.346,56.0336,1.1156700000000002,6.022390000000001,68.0672,3.1903,18.4478,9.996269999999999,7.06343
chr19:12943417-12943418,404.111,131.69899999999998,18.4391,12.3781,76.7886,26.2848,65.6157,18.8321,15.7711
chr19:12943522-12943523,544.433,201.00099999999998,23.8731,12.1443,77.1157,28.2973,70.7351,16.1057,15.3209
chr19:12943524-12943525,545.229,202.09799999999998,23.8259,12.1294,77.0808,28.3122,70.7127,16.0485,15.2886
chr19:12949227-12949228,486.99800000000005,184.945,3.37065,11.2313,106.58200000000001,13.4714,54.7264,12.0087,12.9117
chr19:12952075-12952076,199.08700000000002,12.5149,4.61567,11.7973,44.4801,9.93781,24.9776,15.2388,9.43035
chr19:12952087-12952088,198.81799999999998,12.7537,4.49627,11.4689,44.9428,10.1169,24.4104,14.9701,9.22139
chr19:12952088-12952089,198.796,12.7736,4.48632,11.4415,44.9813,10.1318,24.3632,14.9478,9.20398
chr19:12952181-12952182,146.57,14.2898,3.20149,8.63682,44.8644,9.57214,20.3719,14.1654,7.863180000000001
chr19:12952182-12952183,145.792,14.2973,3.18408,8.60945,44.8408,9.554730000000001,20.3284,14.1704,7.847010000000001
chr19:12958543-12958544,487.934,222.764,17.5945,9.80846,75.7214,8.657960000000001,37.9851,16.5908,13.9192
chr19:12958599-12958600,575.0930000000001,241.06,17.1766,10.9863,78.9229,8.5597,40.7662,16.7388,15.4751
chr19:12967654-12967655,43.0983,8.31965,7.7898,8.75871,13.0958,43.6219,42.7425,23.3781,18.8545
chr19:12967664-12967665,42.8744,8.60572,7.62811,8.63433,13.0336,43.0,42.6306,23.5274,18.4192
chr19:12979772-12979773,115.94200000000001,7.007460000000001,6.63806,11.4254,17.4813,7.98756,6.46269,4.82711,2.37438
chr19:12979781-12979782,119.053,7.108210000000001,6.895519999999999,11.5709,17.2015,8.00995,6.395519999999999,4.8830800000000005,2.39677
chr19:12979824-12979825,123.47,7.86567,7.45522,11.9005,15.7376,7.844530000000001,6.37562,4.99627,2.68532
chr19:12983903-12983904,195.047,9.94154,55.5187,7.49627,22.4801,8.14925,24.0871,10.2662,6.00746
chr19:12983943-12983944,213.455,9.34453,55.9167,7.49627,22.9776,8.398010000000001,24.4851,11.1119,6.0572099999999995
chr19:12983947-12983948,215.296,9.28483,55.9565,7.49627,23.0274,8.422889999999999,24.5249,11.1965,6.06219
chr19:12983954-12983955,215.75099999999998,9.152989999999999,55.2226,7.44527,23.0883,8.46642,24.449,11.3346,6.08706
chr19:12994637-12994638,317.46,19.6468,18.8806,18.6505,45.5,28.1082,77.255,21.7488,19.0435
chr19:12994639-12994640,320.57,19.7413,19.0871,18.6953,45.6791,28.1978,77.6182,21.7886,19.1654
chr19:12994641-12994642,323.67900000000003,19.8358,19.2935,18.74,45.8582,28.2873,77.9813,21.8284,19.2873
chr19:12994642-12994643,325.23400000000004,19.8831,19.3968,18.7624,45.9478,28.3321,78.1629,21.8483,19.3483
chr19:12994643-12994644,326.789,19.9303,19.5,18.7848,46.0373,28.3769,78.3445,21.8682,19.4092
chr19:12994644-12994645,328.343,19.9776,19.6032,18.8072,46.1269,28.4216,78.5261,21.8881,19.4701
chr19:12994645-12994646,329.898,20.0249,19.7065,18.8296,46.2164,28.4664,78.7077,21.908,19.5311
chr19:12994688-12994689,378.546,20.9614,22.6169,19.0224,49.4614,28.7214,83.7077,22.4776,21.8719
chr19:12994731-12994732,390.736,20.9017,23.3905,18.2276,52.1107,27.5236,84.8818,22.541,23.1953
chr19:12994737-12994738,390.69199999999995,20.8495,23.398000000000003,18.0709,52.45399999999999,27.2923,84.8669,22.5261,23.3296
chr19:12994739-12994740,390.67699999999996,20.8321,23.4005,18.0187,52.5684,27.2152,84.8619,22.5211,23.3744
chr19:12994745-12994746,390.63199999999995,20.7799,23.408,17.8619,52.9117,26.9838,84.84700000000001,22.5062,23.5087
chr19:12994748-12994749,390.60900000000004,20.7537,23.4117,17.7836,53.0833,26.8682,84.8396,22.4988,23.5759
chr19:12994749-12994750,390.602,20.745,23.4129,17.7575,53.1405,26.8296,84.8371,22.4963,23.5983
chr19:12994750-12994751,390.056,20.7164,23.3993,17.7189,53.2065,26.796,84.7848,22.4863,23.5995
chr19:12995912-12995913,1443.88,33.3495,156.97899999999998,13.5846,88.6766,22.0833,80.7562,23.5535,32.8595
chr19:12995916-12995917,1459.44,33.6729,158.178,13.5896,88.9254,22.4266,81.2537,23.7077,32.954
chr19:12995970-12995971,1628.87,39.1144,168.447,14.0149,93.0672,26.4515,87.6393,26.0299,34.2052
chr19:12996079-12996080,1562.59,58.2687,130.56,17.092,104.775,28.5149,94.7811,29.9677,33.6928
chr19:12996126-12996127,1367.35,67.2289,101.501,18.5037,107.566,27.0398,93.1455,29.9353,32.7177
chr19:12996172-12996173,1130.14,74.7799,73.2015,19.5149,107.975,25.5112,88.2711,28.5498,31.4303
chr19:12996411-12996412,485.995,124.455,13.5908,21.4565,120.42200000000001,24.0485,61.5386,20.0,21.7786
chr19:12996436-12996437,487.58099999999996,128.808,13.2488,21.2388,123.531,24.546,61.8806,20.2488,20.7525
chr19:12996447-12996448,488.279,130.724,13.0983,21.143,124.899,24.7649,62.0311,20.3582,20.301
chr19:12996499-12996500,458.14099999999996,128.505,12.0672,20.4453,125.698,25.9204,62.1754,21.7351,18.5908
chr19:12996692-12996693,220.15,60.8769,4.64303,23.0846,117.162,37.3595,51.1269,19.6269,29.0933
chr19:12996698-12996699,215.733,58.9366,4.48632,23.3159,117.557,38.1281,50.791000000000004,19.4851,29.7649
chr19:12996766-12996767,205.61900000000003,43.6107,3.5634300000000003,27.3968,127.583,50.7699,50.4291,21.342,38.3818
chr19:12996768-12996769,206.08700000000002,43.2699,3.54851,27.5634,127.984,51.2301,50.5012,21.4639,38.6604
chr19:12996819-12996820,219.78400000000002,34.9291,3.24005,32.5211,138.112,63.74,53.4478,25.3346,46.4664
chr19:12997144-12997145,712.74,18.8022,31.5261,134.262,246.90200000000002,303.27,103.027,87.4813,146.826
