0,a6dde21a321f-Hudep2_ATAC,a346d0735668-Hudep2_D3_merged_CTCF.all,780e588038ba-Hudep2_BCL11A,e63441b3545d-Hudep2_D0_GATA1.all,7fbaaa4570af-HUDEP2_LRF_CHIP,e91e9285ac50-Hudep2_D3_merged_GATA1.all,a3269352a688-Hudep2_D3_merged_KLF1.all,bd23392c6917-Hudep2_D3_merged_LDB1.all,b887daf448d0-Hudep2_D3_merged_TAL1.all
chr11:5309051-5309052,62.6481,8.5463,3.37963,13.8148,22.3796,12.8241,22.9444,11.6389,14.4259
chr11:5309426-5309427,971.414,22.7932,66.8673,112.04,34.0278,263.60200000000003,123.34,107.63,160.904
chr11:5309515-5309516,1633.1,26.965999999999998,109.68799999999999,138.102,39.5586,318.515,141.407,122.759,192.90400000000002
chr11:5312637-5312638,309.29,127.167,8.49383,10.0556,22.9846,5.86728,15.9321,13.3951,8.48148
chr11:5312647-5312648,320.877,131.407,8.617280000000001,9.7963,23.4228,6.188269999999999,16.0864,13.3827,8.5
chr11:5319062-5319063,133.213,6.24074,12.1944,16.6944,13.6451,13.7006,10.9228,14.5123,6.72222
chr11:5319067-5319068,135.929,6.28704,12.2253,16.7253,13.5679,13.9012,10.9537,14.3735,6.6142
chr11:5319069-5319070,137.015,6.30556,12.2377,16.7377,13.537,13.9815,10.966,14.3179,6.570989999999999
chr11:5319105-5319106,150.321,6.5,12.1821,16.6821,13.0741,15.1019,11.142000000000001,13.3642,5.9321
chr11:5319291-5319292,83.0679,6.44753,3.15123,5.9537,15.5463,14.1111,11.0463,8.36111,7.5
chr11:5319302-5319303,83.9506,6.51543,3.11728,5.85185,15.6481,13.8056,11.1481,8.05556,7.5
chr11:5319303-5319304,84.0309,6.5216,3.1142,5.84259,15.6574,13.7778,11.1574,8.02778,7.5
chr11:5319417-5319418,95.8796,6.22222,3.58333,5.0,15.7809,7.811730000000001,10.9198,3.9537,5.129630000000001
chr11:5325062-5325063,828.9910000000001,9.40432,18.6296,97.7747,22.3364,87.713,43.3025,40.9938,26.7809
chr11:5325063-5325064,826.1139999999999,9.40432,18.6019,97.6975,22.3457,87.5309,43.2809,40.9969,26.8086
chr11:5325065-5325066,820.3610000000001,9.40432,18.5463,97.5432,22.3642,87.1667,43.2377,41.0031,26.8642
chr11:5325094-5325095,739.312,9.39198,17.7037,95.1451,22.608,82.1451,42.5617,40.9938,27.534000000000002
chr11:5325104-5325105,716.472,9.36111,17.3333,93.9722,22.6389,80.9722,42.2222,40.7778,27.4722
chr11:5325129-5325130,609.188,9.09877,15.6049,86.4722,22.4074,74.8302,40.2623,38.6944,26.7006
chr11:5325130-5325131,604.395,9.08642,15.5278,86.1265,22.3951,74.5525,40.1728,38.5957,26.6636
chr11:5330269-5330270,27.5494,6.811730000000001,1.4382700000000002,6.595680000000001,8.064810000000001,9.98457,5.45679,9.28086,4.3086400000000005
chr11:5369965-5369966,404.574,4.38272,5.92284,12.1944,30.0525,11.7901,16.4074,10.287,5.3642
chr11:5369977-5369978,410.907,4.45679,5.95988,12.0833,29.2747,11.7531,16.2963,10.4352,5.4753099999999995
chr11:5369979-5369980,411.963,4.46914,5.96605,12.0648,29.1451,11.7469,16.2778,10.4599,5.49383
chr11:5374672-5374673,26.5525,2.44444,1.6635799999999998,4.9537,11.9722,1.90432,3.57407,4.5463,0.805556
chr11:5374683-5374684,27.0278,2.4784,1.83333,5.15741,12.142000000000001,1.90432,3.5061699999999996,4.34259,0.771605
chr11:5391290-5391291,254.46900000000002,122.704,2.80864,13.6389,25.2068,11.8241,19.8457,9.808639999999999,5.904319999999999
chr11:5391293-5391294,254.321,123.23100000000001,2.79012,13.5556,25.2994,11.8796,19.8549,9.79012,5.89506
chr11:5391300-5391301,253.975,124.463,2.7469099999999997,13.3611,25.5154,12.0093,19.8765,9.74691,5.87346
chr11:5402129-5402130,205.343,78.9722,6.5,9.26543,18.3241,6.787039999999999,11.7377,7.66667,4.09877
chr11:5402137-5402138,216.13299999999998,81.9846,6.5,9.46296,18.5216,6.6635800000000005,11.8858,7.51852,4.0
chr11:5402196-5402197,240.593,87.2377,5.92901,9.7716,18.6358,5.42901,11.5648,6.8858,2.92901
chr11:5402198-5402199,240.111,87.1019,5.89815,9.759260000000001,18.6296,5.39815,11.5278,6.879630000000001,2.89815
chr11:5402207-5402208,237.94400000000002,86.4907,5.75926,9.7037,18.6019,5.25926,11.3611,6.85185,2.75926
chr11:5497629-5497630,95.1451,65.7037,0.37345700000000004,7.89198,17.713,3.7685199999999996,7.00926,12.2068,6.12346
chr11:5497655-5497656,101.48100000000001,65.5802,0.5339510000000001,7.1142,18.6019,3.85802,7.5679,13.2438,6.28395
chr11:5497670-5497671,100.34899999999999,64.0309,0.762346,6.67593,18.7099,3.84568,7.888889999999999,13.5679,6.51235
chr11:5497673-5497674,99.9691,63.641999999999996,0.817901,6.58333,18.7191,3.84568,7.962960000000001,13.6327,6.5679
chr11:5497690-5497691,97.8179,61.4383,1.1327200000000002,6.0586400000000005,18.7716,3.84568,8.382719999999999,14.0,6.88272
chr11:5497691-5497692,97.6265,61.3395,1.14506,6.05247,18.7562,3.8487699999999996,8.39506,14.0,6.895060000000001
chr11:5552459-5552460,11.2037,3.05864,1.30864,0.8456790000000001,1.53704,7.54321,0.9043209999999999,2.55864,2.80864
chr11:5552460-5552461,11.2932,3.07407,1.31481,0.842593,1.5246899999999999,7.570989999999999,0.916667,2.57407,2.81481
chr11:5602227-5602228,17.3951,4.48765,1.4598799999999998,2.05864,6.28086,1.37037,5.97222,3.61111,2.95988
chr11:5602230-5602231,18.0617,4.45988,1.46914,2.1419799999999998,6.3179,1.34259,6.00926,3.62963,2.9691400000000003
chr11:5602231-5602232,18.284000000000002,4.45062,1.47222,2.16975,6.33025,1.33333,6.0216,3.6358,2.97222
chr11:5602262-5602263,24.0957,4.04938,1.49074,2.9691400000000003,6.577160000000001,1.26852,6.4321,3.8271599999999997,3.0
chr11:5602308-5602309,34.8056,2.99383,1.34877,4.70988,6.75,1.55247,7.2037,4.0,3.0
chr11:5602341-5602342,41.1265,2.2037,1.34877,5.99383,6.94753,2.0463,7.5,3.7037,2.90123
chr11:5602344-5602345,41.3025,2.17593,1.35802,6.04012,6.96605,2.07407,7.5,3.67593,2.8919799999999998
chr11:5602346-5602347,41.4198,2.15741,1.3642,6.07099,6.9784,2.09259,7.5,3.65741,2.8858
chr11:5602348-5602349,41.537,2.13889,1.37037,6.10185,6.99074,2.11111,7.5,3.63889,2.87963
chr11:5602354-5602355,41.8889,2.08333,1.38889,6.19444,7.02778,2.16667,7.5,3.58333,2.86111
chr11:5602375-5602376,42.3796,2.03704,1.55247,6.5679,7.10802,2.45988,7.30247,3.3395099999999998,2.7469099999999997
chr11:5602377-5602378,42.4043,2.03704,1.5709899999999999,6.604939999999999,7.1142,2.49074,7.27778,3.31481,2.73457
chr11:5602379-5602380,42.428999999999995,2.03704,1.58951,6.64198,7.120369999999999,2.5216,7.253089999999999,3.2901199999999995,2.72222
chr11:5602387-5602388,42.5278,2.03704,1.6635799999999998,6.79012,7.145060000000001,2.64506,7.154319999999999,3.19136,2.6728400000000003
chr11:5602394-5602395,42.3796,2.07407,1.71605,6.85802,7.14198,2.71605,7.0679,3.1419799999999998,2.6419799999999998
chr11:5612971-5612972,38.4414,3.3487699999999996,1.2654299999999998,3.63889,8.675930000000001,4.26543,3.7932099999999997,4.08951,2.28704
chr11:5613011-5613012,43.9475,4.67284,1.5709899999999999,3.24383,8.46296,4.4753099999999995,3.42901,4.57099,2.41667
chr11:5613018-5613019,43.9259,4.99691,1.6142,3.09259,8.33333,4.38889,3.3858,4.6142,2.45988
chr11:5613019-5613020,43.9228,5.04321,1.62037,3.07099,8.314810000000001,4.37654,3.37963,4.620369999999999,2.46605
chr11:5613021-5613022,43.9167,5.1358,1.6327200000000002,3.02778,8.27778,4.35185,3.3672800000000005,4.63272,2.4784
chr11:5613022-5613023,43.9136,5.1821,1.6388900000000002,3.00617,8.259260000000001,4.33951,3.36111,4.63889,2.48457
chr11:5613023-5613024,43.9105,5.2284,1.6450599999999997,2.98457,8.240739999999999,4.32716,3.35494,4.64506,2.49074
chr11:5613025-5613026,43.9043,5.32099,1.6574099999999998,2.94136,8.2037,4.30247,3.34259,4.65741,2.5030900000000003
chr11:5613026-5613027,43.9012,5.36728,1.6635799999999998,2.91975,8.185189999999999,4.29012,3.3364199999999995,4.6635800000000005,2.50926
chr11:5613029-5613030,43.891999999999996,5.50617,1.6821,2.85494,8.12963,4.25309,3.3179,4.6821,2.52778
chr11:5613030-5613031,43.8889,5.55247,1.6882700000000002,2.83333,8.11111,4.24074,3.3117300000000003,4.688269999999999,2.53395
chr11:5617936-5617937,695.775,7.73457,18.2932,27.463,21.6975,64.1111,34.6204,36.2685,42.7407
chr11:5617945-5617946,717.556,7.944439999999999,19.9167,28.5278,22.0278,66.8333,35.2222,37.5833,43.5
chr11:5617972-5617973,751.454,8.35802,24.1389,31.0123,22.9321,74.3395,36.3395,40.5247,45.4012
chr11:5617982-5617983,764.201,8.54321,25.9907,32.0926,23.3951,77.9198,36.8333,41.7901,46.2654
chr11:5618025-5618026,754.855,8.95679,30.4043,33.7407,25.0247,86.5802,37.3735,43.4969,48.2346
chr11:5618033-5618034,744.7310000000001,9.03086,31.3426,33.8395,25.4198,88.0123,37.2994,43.5216,48.5802
chr11:5618043-5618044,731.966,9.10494,32.3488,33.8704,25.8395,89.3395,37.1605,43.4506,48.9198
chr11:5618044-5618045,730.664,9.10802,32.4105,33.8519,25.8642,89.3642,37.1358,43.4198,48.9321
chr11:5618045-5618046,729.3610000000001,9.11111,32.4722,33.8333,25.8889,89.3889,37.1111,43.3889,48.9444
chr11:5621680-5621681,506.645,133.56799999999998,7.42593,8.60494,21.5031,19.8796,24.5895,4.93519,7.996910000000001
chr11:5621703-5621704,562.5459999999999,143.164,8.200619999999999,9.04321,22.7654,21.2654,25.8364,5.879630000000001,8.87963
chr11:5621704-5621705,563.9169999999999,143.389,8.22222,9.05556,22.8056,21.3056,25.8611,5.91667,8.91667
chr11:5621705-5621706,565.2869999999999,143.614,8.24383,9.0679,22.8457,21.3457,25.8858,5.9537,8.9537
chr11:5621706-5621707,566.6569999999999,143.84,8.26543,9.08025,22.8858,21.3858,25.9105,5.99074,8.990739999999999
chr11:5621715-5621716,576.861,145.386,8.367280000000001,9.191360000000001,23.3025,21.858,26.0216,6.67593,9.5463
chr11:5621719-5621720,580.923,145.966,8.39198,9.240739999999999,23.5,22.0926,26.0463,7.05864,9.84259
chr11:5621766-5621767,581.654,144.204,7.9691399999999994,9.41358,24.713,23.5895,25.3488,10.9599,12.4043
chr11:5621767-5621768,579.6759999999999,143.735,7.9321,9.40123,24.713,23.5772,25.2809,11.071,12.4475
chr11:5621768-5621769,577.698,143.265,7.895060000000001,9.38889,24.713,23.5648,25.213,11.1821,12.4907
chr11:5621770-5621771,573.741,142.327,7.820989999999999,9.3642,24.713,23.5401,25.0772,11.4043,12.5772
chr11:5621779-5621780,555.935,138.105,7.48765,9.25309,24.713,23.429000000000002,24.465999999999998,12.4043,12.966
chr11:5646401-5646402,54.8519,5.51852,1.24074,3.23148,9.759260000000001,2.24074,7.4074100000000005,4.23148,3.12037
chr11:5646404-5646405,54.5556,5.55556,1.22222,3.19444,9.77778,2.22222,7.47222,4.19444,3.11111
chr11:5646405-5646406,54.4568,5.5679,1.21605,3.1821,9.78395,2.21605,7.49383,4.1821,3.1080200000000002
chr11:5646406-5646407,54.358000000000004,5.58025,1.2098799999999998,3.16975,9.79012,2.20988,7.51543,4.16975,3.10494
chr11:5672161-5672162,114.98100000000001,1.43519,1.58333,9.52778,11.6728,10.4815,4.41049,4.28086,5.21914
chr11:5672175-5672176,114.93799999999999,1.39198,1.23765,10.0895,11.284,10.3519,4.71296,3.9784,5.5216
chr11:5672223-5672224,104.09,1.49074,0.416667,10.679,10.3302,9.691360000000001,5.34259,3.5524699999999996,5.73148
chr11:5672233-5672234,98.7191,1.55247,0.262346,10.5864,10.1142,9.44444,5.43519,3.5216,5.60802
chr11:5672253-5672254,90.2253,1.6358,0.11419800000000001,10.321,9.84259,9.07099,5.5,3.5,5.32099
chr11:5672258-5672259,88.4043,1.65123,0.0987654,10.2438,9.7963,8.99383,5.5,3.5,5.24383
chr11:5686629-5686630,159.392,8.09259,2.34259,22.358,17.5309,31.2099,12.3889,9.72222,8.34568
chr11:5686631-5686632,158.985,8.08642,2.33642,22.5123,17.5185,31.0926,12.4198,9.70988,8.314810000000001
chr11:5686632-5686633,158.781,8.08333,2.33333,22.5895,17.5123,31.034000000000002,12.4352,9.7037,8.299380000000001
chr11:5686633-5686634,158.577,8.08025,2.33025,22.6667,17.5062,30.9753,12.4506,9.69753,8.28395
chr11:5686860-5686861,53.5062,4.2746900000000005,3.11728,22.9383,12.4352,18.6883,7.98457,10.5031,5.75926
chr11:5686861-5686862,53.7068,4.26235,3.1543200000000002,22.8981,12.429,18.6481,8.00617,10.5062,5.76852
chr11:5686869-5686870,55.3117,4.1635800000000005,3.45062,22.5772,12.3796,18.3272,8.17901,10.5309,5.84259
chr11:5686888-5686889,59.1235,3.92901,4.154319999999999,21.8148,12.2623,17.5648,8.58951,10.5895,6.01852
chr11:5705044-5705045,103.531,5.14198,0.108025,8.24383,9.00617,2.07407,8.03395,5.96605,3.7777800000000004
chr11:5705058-5705059,105.04299999999999,5.09877,0.15123499999999998,7.94136,9.308639999999999,2.2037,7.94753,6.05247,3.38889
chr11:5705060-5705061,105.06200000000001,5.095680000000001,0.166667,7.8642,9.37037,2.22222,7.9351899999999995,6.061730000000001,3.3117300000000003
chr11:5705062-5705063,104.883,5.095680000000001,0.191358,7.753089999999999,9.450619999999999,2.24074,7.922839999999999,6.0679,3.21296
chr11:5705063-5705064,104.79299999999999,5.095680000000001,0.203704,7.69753,9.490739999999999,2.25,7.91667,6.07099,3.16358
chr11:5705065-5705066,104.61399999999999,5.095680000000001,0.228395,7.5864199999999995,9.57099,2.26852,7.904319999999999,6.07716,3.06481
chr11:5705067-5705068,104.435,5.095680000000001,0.25308600000000003,7.47531,9.65123,2.28704,7.89198,6.08333,2.96605
chr11:5705068-5705069,104.346,5.095680000000001,0.265432,7.41975,9.691360000000001,2.2963,7.8858,6.0864199999999995,2.91667
chr11:5705076-5705077,103.63,5.095680000000001,0.364198,6.97531,10.0123,2.37037,7.8364199999999995,6.11111,2.5216
chr11:5705086-5705087,102.735,5.095680000000001,0.487654,6.41975,10.4136,2.46296,7.77469,6.14198,2.02778
chr11:5705099-5705100,100.59899999999999,5.12346,0.62037,5.89198,10.7407,2.5,7.75,6.12654,1.6358
chr11:5705100-5705101,100.40100000000001,5.12654,0.62963,5.85802,10.7593,2.5,7.75,6.12346,1.6142
chr11:5705111-5705112,97.5123,5.16049,0.75,5.4537,10.9877,2.51852,7.73765,6.07099,1.37037
chr11:5705116-5705117,94.7346,5.17593,0.842593,5.20679,11.142000000000001,2.56481,7.70679,6.00926,1.24691
chr11:5706017-5706018,301.123,103.198,3.2530900000000003,17.0772,26.287,34.4383,32.5679,20.5154,9.876539999999999
chr11:5706299-5706300,737.41,30.0278,14.4969,24.5062,25.7562,46.5864,54.3642,21.2593,16.8796
chr11:5706300-5706301,739.59,29.9722,14.5031,24.4938,25.7438,46.6636,54.3858,21.2407,16.8704
chr11:5706302-5706303,743.948,29.8611,14.5154,24.4691,25.7191,46.8179,54.428999999999995,21.2037,16.8519
chr11:5706303-5706304,746.127,29.8056,14.5216,24.4568,25.7068,46.8951,54.4506,21.1852,16.8426
chr11:5706336-5706337,824.034,26.6389,14.3086,23.0494,24.7994,50.7747,54.3302,19.4074,15.8704
chr11:5706339-5706340,831.238,26.3241,14.2809,22.9012,24.7068,51.1543,54.3025,19.2222,15.7685
chr11:5706354-5706355,836.75,25.5278,14.0556,22.3333,24.4167,51.9722,53.8611,18.5556,15.3889
chr11:5706355-5706356,836.972,25.4784,14.0401,22.2963,24.3981,52.0216,53.8302,18.5123,15.3642
chr11:5706357-5706358,837.4169999999999,25.3796,14.0093,22.2222,24.3611,52.1204,53.7685,18.4259,15.3148
chr11:5706360-5706361,836.176,25.1667,13.9012,22.070999999999998,24.2809,52.1728,53.5988,18.2469,15.2006
chr11:5706370-5706371,819.324,24.0247,13.1296,21.2994,23.8488,51.7099,52.5185,17.320999999999998,14.5525
chr11:5706373-5706374,814.2689999999999,23.6821,12.8981,21.0679,23.7191,51.571000000000005,52.1944,17.0432,14.357999999999999
chr11:5706377-5706378,807.528,23.2253,12.5895,20.7593,23.5463,51.3858,51.7623,16.6728,14.0988
chr11:5711590-5711591,26.1481,6.4413599999999995,2.0,7.41975,16.5,2.53704,11.8457,3.34568,2.5
chr11:5711611-5711612,26.9136,6.55864,2.0,7.922839999999999,16.5123,2.73148,11.9167,3.4228400000000003,2.49383
chr11:5711615-5711616,27.037,6.55864,2.0,8.10802,16.537,2.76852,11.9414,3.4598800000000005,2.48148
chr11:5711621-5711622,27.2222,6.55864,2.0,8.3858,16.5741,2.82407,11.9784,3.5154300000000003,2.46296
chr11:5712174-5712175,46.4012,1.8425900000000002,1.00617,11.3086,20.7407,7.7284,10.6235,6.40123,5.4413599999999995
chr11:5712175-5712176,46.2068,1.84877,0.993827,11.3086,20.7068,7.67593,10.6111,6.40741,5.46296
chr11:5712590-5712591,25.1358,3.75,2.80247,5.30247,20.8673,6.64815,10.9198,5.845680000000001,4.63272
chr11:5712655-5712656,34.9753,3.75,6.061730000000001,7.99383,18.5463,10.3457,11.857999999999999,6.14198,6.10185
chr11:5712689-5712690,37.0802,3.4722199999999996,7.123460000000001,8.7284,16.5463,12.2654,11.3827,6.154319999999999,6.82407
chr11:5733815-5733816,17.4784,27.0988,2.23457,3.4598800000000005,8.867280000000001,1.65432,9.617280000000001,3.8858,2.01852
chr11:5733838-5733839,20.6728,32.7068,1.66667,3.6728400000000003,8.72531,1.65432,9.47531,3.6728400000000003,2.0895099999999998
chr11:5733885-5733886,24.7068,39.8796,0.901235,4.129630000000001,8.05556,1.67593,8.8858,3.5154300000000003,2.47531
chr11:5735059-5735060,21.3272,1.0,2.21296,2.0,7.26543,1.40432,1.7870400000000002,5.154319999999999,2.53704
chr11:5735060-5735061,21.5802,1.00926,2.22222,1.99691,7.22222,1.40741,1.7716,5.16049,2.51852
chr11:5735066-5735067,23.0988,1.06481,2.27778,1.9784,6.962960000000001,1.42593,1.67901,5.19753,2.40741
chr11:5735069-5735070,23.858,1.09259,2.30556,1.9691400000000001,6.83333,1.43519,1.6327200000000002,5.21605,2.35185
chr11:5735072-5735073,24.6173,1.12037,2.33333,1.9598799999999998,6.7037,1.44444,1.5864200000000002,5.23457,2.2963
chr11:5735107-5735108,31.3241,1.44444,2.5,1.85185,5.61111,1.5,1.2037,5.39815,1.8055599999999998
chr11:5735108-5735109,31.4506,1.4537,2.5,1.84877,5.59259,1.5,1.19753,5.40123,1.7963
chr11:5735110-5735111,31.7284,1.48765,2.4969099999999997,1.8395099999999998,5.55556,1.50617,1.1882700000000002,5.41667,1.76852
chr11:5735117-5735118,32.787,1.6604900000000002,2.47531,1.7963,5.42593,1.54938,1.16667,5.50309,1.6388900000000002
chr11:5735127-5735128,34.2994,1.9074099999999998,2.44444,1.7345700000000002,5.24074,1.61111,1.1358,5.62654,1.4537
chr11:5735168-5735169,36.4012,2.7716,2.26235,1.5679,5.05556,1.8642,1.2654299999999998,6.15741,0.9537040000000001
chr11:5735189-5735190,35.6235,3.35494,2.0679,1.50309,5.18519,1.99383,1.5246899999999999,6.611110000000001,0.759259
chr11:5735194-5735195,35.3395,3.4321,2.03395,1.5,5.21605,2.0,1.57407,6.6821,0.75
chr11:5829874-5829875,242.519,104.025,7.04938,5.654319999999999,34.7531,5.63889,11.0833,7.6851899999999995,7.26543
chr11:5829885-5829886,240.889,104.806,7.253089999999999,5.654319999999999,35.5,5.74074,11.3549,7.820989999999999,7.1635800000000005
chr11:5829887-5829888,240.593,104.948,7.29012,5.654319999999999,35.6358,5.75926,11.4043,7.845680000000001,7.145060000000001
chr11:5831808-5831809,81.8333,3.85494,3.35494,11.6975,11.5,17.4259,8.85494,15.5123,11.4537
chr11:5831815-5831816,84.3889,3.9969099999999997,3.44136,11.5432,11.5926,17.9167,8.941360000000001,15.8025,11.5185
chr11:5831826-5831827,88.463,4.23457,3.5771599999999997,11.2716,11.7623,18.6975,9.077160000000001,16.2778,11.6204
chr11:5831827-5831828,88.8333,4.25617,3.5895099999999998,11.2469,11.7778,18.7685,9.08951,16.320999999999998,11.6296
chr11:5831829-5831830,89.5741,4.29938,3.6142,11.1975,11.8086,18.9105,9.1142,16.4074,11.6481
chr11:5831864-5831865,93.8735,4.75926,3.6882699999999997,10.3735,12.3642,19.7315,9.172839999999999,17.1481,11.7037
chr19:12936453-12936454,74.2963,47.2191,0.9783950000000001,5.45679,64.3117,2.6358,17.0864,10.6358,5.70062
chr19:12936454-12936455,74.6667,47.3889,0.9722219999999999,5.44444,64.4722,2.63889,17.1111,10.6389,5.72222
chr19:12936478-12936479,90.2994,53.5154,0.882716,5.26543,69.2623,2.88889,17.9969,10.4198,6.53395
chr19:12936520-12936521,110.63600000000001,60.2593,0.9722219999999999,5.5463,72.6852,3.31481,19.0093,9.84259,7.50926
chr19:12943417-12943418,413.543,132.559,18.858,12.8086,79.3086,27.5864,67.71300000000001,19.3981,16.4877
chr19:12943522-12943523,583.0830000000001,203.571,26.8951,12.2994,75.6111,27.5833,72.2315,15.9136,15.3519
chr19:12943524-12943525,584.17,205.157,26.784000000000002,12.2685,75.4321,27.6142,72.1574,15.821,15.3086
chr19:12949227-12949228,526.111,200.77200000000002,3.2808599999999997,11.8302,111.79899999999999,14.2346,57.0247,11.7068,12.9012
chr19:12952075-12952076,217.614,12.0031,5.16049,11.9259,44.928999999999995,10.6759,24.8272,15.2253,9.39506
chr19:12952087-12952088,216.94799999999998,12.3364,5.04938,11.2963,45.7809,10.9352,24.3827,14.6327,9.172839999999999
chr19:12952088-12952089,216.892,12.3642,5.04012,11.2438,45.8519,10.9568,24.3457,14.5833,9.15432
chr19:12952181-12952182,145.466,15.2778,2.84877,8.5216,45.8704,9.7037,20.2222,13.4352,7.91975
chr19:12952182-12952183,144.16,15.3025,2.8271599999999997,8.49383,45.8086,9.672839999999999,20.1574,13.4506,7.9074100000000005
chr19:12958543-12958544,516.4069999999999,239.66,19.4444,9.66975,79.2778,9.39506,39.3889,18.0648,14.7994
chr19:12958599-12958600,655.534,261.383,18.6512,11.1142,84.0062,8.632719999999999,42.6173,17.3889,16.25
chr19:12967654-12967655,47.6111,7.888889999999999,8.88889,8.55556,13.1111,47.0556,43.9167,23.5833,20.0556
chr19:12967664-12967665,47.5031,8.33642,8.78086,8.37037,13.0648,46.4074,43.963,23.7994,19.6235
chr19:12979772-12979773,128.309,6.589510000000001,7.4784,11.6481,17.7778,8.7716,5.80247,4.9135800000000005,1.7870400000000002
chr19:12979781-12979782,133.281,6.78395,7.9784,11.8426,17.3333,8.7716,5.74691,5.05247,1.7870400000000002
chr19:12979824-12979825,138.441,7.73457,8.72531,12.3519,15.6204,8.06173,6.0864199999999995,5.35494,2.37963
chr19:12983903-12983904,208.543,10.321,63.3611,7.8858,22.5432,7.8642,25.2006,9.90741,5.59259
chr19:12983943-12983944,232.222,9.435189999999999,63.9877,7.79012,23.3148,8.16975,25.5802,10.9846,5.66975
chr19:12983947-12983948,232.778,9.39815,63.4568,7.76543,23.3519,8.21914,25.5309,11.071,5.71914
chr19:12983954-12983955,233.75,9.33333,62.5278,7.72222,23.4167,8.30556,25.4444,11.2222,5.80556
chr19:12994637-12994638,334.06199999999995,20.3395,20.0463,19.4938,44.7037,29.8241,79.8889,21.8765,19.4074
chr19:12994639-12994640,339.56800000000004,20.4568,20.3549,19.5864,44.8333,29.9167,80.4259,21.9198,19.5926
chr19:12994641-12994642,343.735,20.5401,20.5741,19.6451,44.9352,29.9537,80.8056,21.9475,19.7315
chr19:12994642-12994643,345.148,20.5648,20.6389,19.6574,44.9722,29.9444,80.9167,21.9537,19.7778
chr19:12994643-12994644,346.56199999999995,20.5895,20.7037,19.6698,45.0093,29.9352,81.0278,21.9599,19.8241
chr19:12994644-12994645,347.975,20.6142,20.7685,19.6821,45.0463,29.9259,81.1389,21.965999999999998,19.8704
chr19:12994645-12994646,349.389,20.6389,20.8333,19.6944,45.0833,29.9167,81.25,21.9722,19.9167
chr19:12994688-12994689,422.346,21.9691,24.8735,20.0463,49.4506,29.429000000000002,87.4599,22.6852,22.8025
chr19:12994731-12994732,432.426,21.9414,25.9784,19.0586,54.1142,28.3951,88.7191,23.2253,24.4259
chr19:12994737-12994738,432.0,21.8673,25.9969,18.8179,54.8179,28.1358,88.7191,23.2809,24.6667
chr19:12994739-12994740,431.858,21.8426,26.0031,18.7377,55.0525,28.0494,88.7191,23.2994,24.7469
chr19:12994745-12994746,429.333,21.7222,25.8056,18.5278,55.2778,27.8056,88.4722,23.2778,24.8333
chr19:12994748-12994749,427.861,21.6574,25.6852,18.4259,55.3426,27.6852,88.3241,23.2593,24.8611
chr19:12994749-12994750,427.37,21.6358,25.6451,18.392,55.3642,27.6451,88.2747,23.2531,24.8704
chr19:12994750-12994751,426.88,21.6142,25.6049,18.358,55.3858,27.6049,88.2253,23.2469,24.8796
chr19:12995912-12995913,1461.58,31.820999999999998,165.475,13.2407,86.5586,21.1852,80.4938,22.9198,33.0586
chr19:12995916-12995917,1483.44,32.141999999999996,167.78400000000002,13.2284,86.8426,21.7284,81.0864,23.1173,33.2562
chr19:12995970-12995971,1693.81,37.0154,182.40400000000002,13.3333,91.6852,27.7685,87.7716,25.6944,34.6944
chr19:12996079-12996080,1624.18,58.6204,134.472,17.284000000000002,106.654,28.9722,97.21600000000001,31.3735,34.3858
chr19:12996126-12996127,1396.36,69.0679,97.89200000000001,19.0185,110.06200000000001,26.7099,95.7593,30.9599,32.1975
chr19:12996172-12996173,1131.77,76.2716,69.3302,19.8735,109.448,24.9198,90.5525,29.1728,31.1265
chr19:12996411-12996412,487.015,128.296,13.3272,21.9753,120.76899999999999,22.9074,60.9105,19.1019,21.4784
chr19:12996436-12996437,500.441,136.398,13.5586,21.6667,126.09299999999999,24.142,61.9136,19.642,19.6265
chr19:12996447-12996448,504.642,138.472,13.6173,21.5309,127.72200000000001,24.642,62.2037,19.8364,19.179000000000002
chr19:12996499-12996500,493.793,136.954,12.8858,20.2593,131.142,26.8704,63.4938,21.7346,18.25
chr19:12996692-12996693,193.407,56.5278,4.0463,22.9167,113.259,35.3796,49.4815,18.287,28.6944
chr19:12996698-12996699,193.481,55.8056,4.00926,23.0833,113.852,36.1759,49.2963,18.1574,29.1389
chr19:12996766-12996767,201.92,43.3735,3.68519,26.5093,127.488,50.3117,48.9414,19.3519,38.3333
chr19:12996768-12996769,202.463,42.9414,3.66667,26.6698,127.994,50.8179,49.034,19.5556,38.6605
chr19:12996819-12996820,215.787,34.4599,3.16358,30.7654,137.877,61.6389,51.7778,24.6543,45.2191
chr19:12997144-12997145,769.5830000000001,19.0,35.3148,141.756,258.324,321.765,106.61399999999999,92.4074,152.688
chr19:12997258-12997259,722.071,19.25,34.7006,146.349,237.17,322.04900000000004,96.2531,95.5957,157.065
chr19:12997523-12997524,199.50599999999997,15.8395,6.70679,28.1574,108.145,74.3951,43.3951,27.1574,40.716
chr19:12997530-12997531,202.27200000000002,15.6451,6.6851899999999995,27.7685,108.556,71.8025,42.7685,26.5957,39.0093
chr19:12997540-12997541,206.222,15.3673,6.654319999999999,27.213,109.14200000000001,68.0988,41.8735,25.7932,36.571
chr19:12997560-12997561,207.08599999999998,15.107999999999999,6.5925899999999995,27.0154,110.833,65.21600000000001,40.8148,25.1574,34.7901
