0,594de8aa9916-1440317_H3K27ac_H2_D3.all,2554e780890f-Hudep2_ATAC,386b0c66251a-1686607_H2_ABEmax_RNAseq.all,2d9f1defe4bb-Hudep2_D3_merged_CTCF.all,a0f43898fc2d-Hudep2_BCL11A,c79328695482-1440315_H3K27me3_H2_D3.all,e53295538398-Hudep2_D0_GATA1.all,7b6873b68cb9-HUDEP2_LRF_CHIP,deaf983df0e4-1788283_H2_ABEmax.all,1c89a6d12c06-Hudep2_D3_merged_GATA1.all,673b219e61ad-Hudep2_D3_merged_KLF1.all,fc063a463470-1440311_H3K9me3_H2_D3.all,a3d47fe12b92-Hudep2_D3_merged_LDB1.all,04df099ccd9f-1440307_H3K4me1_H2_D3.all,da6f2ed3d4b1-Hudep2_D3_merged_TAL1.all,6b60ef98ce9a-1440313_H3K9ac_H2_D3.all,671a7a45c611-1440319_H3K36me3_H2_D3.all,82e095a3625f-1440309_H3K4me3_H2_D3.all,#HiChIP_degree
chr2:59262182-59262183,2.5,302.75,0.0,9.75,33.0,4.75,12.25,16.5,0.0,23.75,20.5,0.75,16.0,2.25,10.0,4.75,1.5,4.25,0.0
chr2:59262183-59262184,2.5,302.75,0.0,9.75,33.0,4.75,12.25,16.5,0.0,23.75,20.5,0.75,16.0,2.25,10.0,4.75,1.5,4.25,0.0
chr2:59262196-59262197,2.5,296.432,0.0,9.97727,31.9091,4.70455,12.0682,16.5909,0.0,23.3409,20.7273,0.704545,15.7727,2.34091,9.86364,4.61364,1.45455,4.02273,0.0
chr2:59262198-59262199,2.5,290.1140000000001,0.0,10.2045,30.8182,4.65909,11.8864,16.6818,0.0,22.9318,20.9545,0.659091,15.5455,2.43182,9.72727,4.47727,1.40909,3.79545,0.0
chr2:59262200-59262201,2.5,283.795,0.0,10.4318,29.7273,4.61364,11.7045,16.7727,0.0,22.5227,21.1818,0.613636,15.3182,2.52273,9.59091,4.34091,1.36364,3.5681800000000004,0.0
chr2:59262202-59262203,2.5,277.47700000000003,0.0,10.6591,28.6364,4.56818,11.5227,16.8636,0.0,22.1136,21.4091,0.568182,15.0909,2.61364,9.45455,4.20455,1.31818,3.34091,0.0
chr2:59262203-59262204,2.5,274.318,0.0,10.7727,28.0909,4.54545,11.4318,16.9091,0.0,21.9091,21.5227,0.545455,14.9773,2.65909,9.38636,4.13636,1.29545,3.22727,0.0
chr2:59262204-59262205,2.5,271.159,0.0,10.8864,27.5455,4.52273,11.3409,16.9545,0.0,21.7045,21.6364,0.522727,14.8636,2.70455,9.31818,4.06818,1.27273,3.11364,0.0
chr2:59262207-59262208,2.5,268.0,0.0,11.0,27.0,4.5,11.25,17.0,0.0,21.5,21.75,0.5,14.75,2.75,9.25,4.0,1.25,3.0,0.0
chr2:59311575-59311576,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75,6.0
chr2:59311580-59311581,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75,6.0
chr2:59311582-59311583,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75,6.0
chr2:59311583-59311584,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75,6.0
chr2:59311584-59311585,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75,6.0
chr2:59311589-59311590,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75,6.0
chr2:59311591-59311592,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75,6.0
chr2:59311594-59311595,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75,6.0
chr2:59311602-59311603,6.72727,435.773,0.0,7.56818,1.6590900000000002,2.5,57.6364,28.8864,0.0,59.5909,43.2955,1.68182,19.3636,6.81818,26.2727,3.18182,2.0,8.38636,6.0
chr2:59311605-59311606,6.25,483.5,0.0,7.5,2.0,2.5,59.75,29.5,0.0,63.75,45.0,1.75,20.25,6.75,27.5,3.25,2.0,8.25,6.0
chr2:59311622-59311623,6.25,483.5,0.0,7.5,2.0,2.5,59.75,29.5,0.0,63.75,45.0,1.75,20.25,6.75,27.5,3.25,2.0,8.25,6.0
chr2:59311627-59311628,6.25,483.5,0.0,7.5,2.0,2.5,59.75,29.5,0.0,63.75,45.0,1.75,20.25,6.75,27.5,3.25,2.0,8.25,6.0
chr2:59311632-59311633,6.25,483.5,0.0,7.5,2.0,2.5,59.75,29.5,0.0,63.75,45.0,1.75,20.25,6.75,27.5,3.25,2.0,8.25,6.0
chr2:59311635-59311636,6.25,483.5,0.0,7.5,2.0,2.5,59.75,29.5,0.0,63.75,45.0,1.75,20.25,6.75,27.5,3.25,2.0,8.25,6.0
chr2:59311639-59311640,6.25,483.5,0.0,7.5,2.0,2.5,59.75,29.5,0.0,63.75,45.0,1.75,20.25,6.75,27.5,3.25,2.0,8.25,6.0
chr2:59311646-59311647,6.06818,513.455,0.0,7.31818,2.5,2.40909,61.25,29.6818,0.0,65.8409,45.8636,1.79545,21.2045,6.886360000000002,28.1364,3.20455,1.90909,8.159089999999999,6.0
chr2:59311654-59311655,5.34091,633.273,0.0,6.590910000000001,4.5,2.04545,67.25,30.4091,0.0,74.2045,49.3182,1.97727,25.0227,7.43182,30.6818,3.02273,1.54545,7.79545,6.0
chr2:59311655-59311656,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311661-59311662,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311665-59311666,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311666-59311667,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311667-59311668,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311668-59311669,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311673-59311674,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311684-59311685,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311685-59311686,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311687-59311688,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311689-59311690,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311691-59311692,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311693-59311694,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75,6.0
chr2:59311695-59311696,5.29545,652.25,0.0,6.36364,4.90909,1.97727,68.2727,30.4318,0.0,75.6818,49.9318,2.04545,26.0227,7.52273,31.0,2.97727,1.43182,7.70455,6.0
chr2:59324207-59324208,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324209-59324210,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324213-59324214,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324215-59324216,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324218-59324219,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324233-59324234,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324234-59324235,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324236-59324237,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324237-59324238,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324239-59324240,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324240-59324241,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324241-59324242,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324243-59324244,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324244-59324245,5.25,22.25,0.0,6.0,1.0,0.0,3.5,11.0,0.0,9.5,3.0,0.0,5.5,2.75,6.75,0.75,1.5,1.5,0.0
chr2:59324245-59324246,5.27273,22.4773,0.0,5.86364,0.931818,0.0,3.5681800000000004,10.9773,0.0,9.52273,3.18182,0.0,5.5,2.79545,6.77273,0.75,1.54545,1.59091,0.0
chr2:59324247-59324248,5.31818,22.9318,0.0,5.59091,0.795455,0.0,3.70455,10.9318,0.0,9.56818,3.54545,0.0,5.5,2.88636,6.81818,0.75,1.63636,1.77273,0.0
chr2:59324257-59324258,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5,0.0
chr2:59324258-59324259,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5,0.0
chr2:59324276-59324277,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5,0.0
chr2:59324277-59324278,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5,0.0
chr2:59324279-59324280,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5,0.0
chr2:59324280-59324281,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5,0.0
chr2:59324281-59324282,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5,0.0
chr2:59324283-59324284,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5,0.0
chr2:59324299-59324300,5.27273,24.8636,0.0,4.04545,0.477273,0.0,4.47727,10.1818,0.0,9.52273,5.90909,0.0,5.84091,3.47727,7.22727,0.8636360000000001,2.22727,2.95455,0.0
chr2:59324303-59324304,5.09091,24.9545,0.0,3.68182,0.659091,0.0,4.65909,9.72727,0.0,9.34091,6.636360000000002,0.0,6.11364,3.65909,7.409089999999999,0.954545,2.40909,3.3181800000000004,0.0
chr2:59324305-59324306,5.0,25.0,0.0,3.5,0.75,0.0,4.75,9.5,0.0,9.25,7.0,0.0,6.25,3.75,7.5,1.0,2.5,3.5,0.0
chr2:59324306-59324307,5.0,25.0,0.0,3.5,0.75,0.0,4.75,9.5,0.0,9.25,7.0,0.0,6.25,3.75,7.5,1.0,2.5,3.5,0.0
chr2:59324307-59324308,5.0,25.0,0.0,3.5,0.75,0.0,4.75,9.5,0.0,9.25,7.0,0.0,6.25,3.75,7.5,1.0,2.5,3.5,0.0
chr2:59324308-59324309,5.0,25.0,0.0,3.5,0.75,0.0,4.75,9.5,0.0,9.25,7.0,0.0,6.25,3.75,7.5,1.0,2.5,3.5,0.0
chr2:59404002-59404003,1.43182,77.3864,0.0,39.0,3.25,1.38636,0.431818,11.6591,0.0,3.0,3.18182,0.0,7.43182,2.25,3.40909,1.56818,1.18182,1.43182,0.0
chr2:59404005-59404006,1.5,87.75,0.0,41.25,3.25,1.25,0.5,11.25,0.0,3.0,3.25,0.0,7.5,2.25,3.75,1.5,1.25,1.5,0.0
chr2:59404019-59404020,1.5,87.75,0.0,41.25,3.25,1.25,0.5,11.25,0.0,3.0,3.25,0.0,7.5,2.25,3.75,1.5,1.25,1.5,0.0
chr2:59404021-59404022,1.5,87.75,0.0,41.25,3.25,1.25,0.5,11.25,0.0,3.0,3.25,0.0,7.5,2.25,3.75,1.5,1.25,1.5,0.0
chr2:59404023-59404024,1.5,87.75,0.0,41.25,3.25,1.25,0.5,11.25,0.0,3.0,3.25,0.0,7.5,2.25,3.75,1.5,1.25,1.5,0.0
chr2:59404026-59404027,1.5,87.75,0.0,41.25,3.25,1.25,0.5,11.25,0.0,3.0,3.25,0.0,7.5,2.25,3.75,1.5,1.25,1.5,0.0
chr2:59404027-59404028,1.5,87.75,0.0,41.25,3.25,1.25,0.5,11.25,0.0,3.0,3.25,0.0,7.5,2.25,3.75,1.5,1.25,1.5,0.0
chr2:59404045-59404046,1.52273,90.7955,0.0,41.6136,3.22727,1.29545,0.568182,11.1136,0.0,3.04545,3.22727,0.0227273,7.52273,2.25,3.81818,1.59091,1.25,1.52273,0.0
chr2:59404052-59404053,1.68182,112.114,0.0,44.1591,3.06818,1.61364,1.04545,10.1591,0.0,3.36364,3.06818,0.181818,7.68182,2.25,4.29545,2.22727,1.25,1.68182,0.0
chr2:59404060-59404061,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404066-59404067,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404070-59404071,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404071-59404072,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404072-59404073,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404078-59404079,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404079-59404080,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404080-59404081,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404088-59404089,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404092-59404093,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404094-59404095,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75,0.0
chr2:59404096-59404097,1.70455,121.659,0.0,44.8409,3.0,1.84091,1.38636,9.56818,0.0,3.54545,2.95455,0.386364,7.613639999999998,2.15909,4.63636,2.63636,1.15909,1.75,0.0
chr2:59404097-59404098,1.68182,121.864,0.0,44.6364,3.0,1.88636,1.45455,9.47727,0.0,3.5681800000000004,2.93182,0.454545,7.54545,2.11364,4.70455,2.70455,1.11364,1.75,0.0
chr2:59404099-59404100,1.63636,122.273,0.0,44.2273,3.0,1.97727,1.59091,9.29545,0.0,3.61364,2.88636,0.590909,7.409089999999999,2.02273,4.84091,2.84091,1.02273,1.75,0.0
chr2:59404101-59404102,1.59091,122.682,0.0,43.8182,3.0,2.06818,1.72727,9.11364,0.0,3.65909,2.84091,0.727273,7.27273,1.93182,4.97727,2.97727,0.931818,1.75,0.0
chr2:59404103-59404104,1.54545,123.091,0.0,43.4091,3.0,2.15909,1.86364,8.93182,0.0,3.70455,2.79545,0.8636360000000001,7.136360000000002,1.84091,5.11364,3.11364,0.840909,1.75,0.0
chr2:59404110-59404111,1.5,123.5,0.0,43.0,3.0,2.25,2.0,8.75,0.0,3.75,2.75,1.0,7.0,1.75,5.25,3.25,0.75,1.75,0.0
chr2:59404112-59404113,1.5,123.5,0.0,43.0,3.0,2.25,2.0,8.75,0.0,3.75,2.75,1.0,7.0,1.75,5.25,3.25,0.75,1.75,0.0
chr2:59404113-59404114,1.5,123.5,0.0,43.0,3.0,2.25,2.0,8.75,0.0,3.75,2.75,1.0,7.0,1.75,5.25,3.25,0.75,1.75,0.0
chr2:59409544-59409545,1.25,72.5,0.0,38.25,3.5,1.0,7.75,9.0,0.0,0.75,3.5,0.5,6.75,2.0,4.0,1.25,0.5,1.75,0.0
chr2:59409547-59409548,1.38636,81.5,0.0,40.8409,3.5,0.931818,7.68182,9.54545,0.0,0.818182,3.70455,0.431818,6.34091,1.86364,4.47727,1.11364,0.636364,1.61364,0.0
chr2:59409548-59409549,1.43182,84.5,0.0,41.7045,3.5,0.909091,7.659089999999999,9.72727,0.0,0.840909,3.77273,0.409091,6.20455,1.81818,4.63636,1.06818,0.681818,1.56818,0.0
chr2:59409549-59409550,1.47727,87.5,0.0,42.5682,3.5,0.8863639999999999,7.636360000000002,9.90909,0.0,0.8636360000000001,3.84091,0.386364,6.06818,1.77273,4.79545,1.02273,0.727273,1.52273,0.0
chr2:59409568-59409569,1.75,105.5,0.0,47.75,3.5,0.75,7.5,11.0,0.0,1.0,4.25,0.25,5.25,1.5,5.75,0.75,1.0,1.25,0.0
chr2:59409571-59409572,1.75,105.5,0.0,47.75,3.5,0.75,7.5,11.0,0.0,1.0,4.25,0.25,5.25,1.5,5.75,0.75,1.0,1.25,0.0
chr2:59409572-59409573,1.75,105.5,0.0,47.75,3.5,0.75,7.5,11.0,0.0,1.0,4.25,0.25,5.25,1.5,5.75,0.75,1.0,1.25,0.0
chr2:59409575-59409576,1.75,105.5,0.0,47.75,3.5,0.75,7.5,11.0,0.0,1.0,4.25,0.25,5.25,1.5,5.75,0.75,1.0,1.25,0.0
chr2:59409579-59409580,1.75,105.5,0.0,47.75,3.5,0.75,7.5,11.0,0.0,1.0,4.25,0.25,5.25,1.5,5.75,0.75,1.0,1.25,0.0
chr2:59409594-59409595,1.75,105.5,0.0,47.75,3.5,0.75,7.5,11.0,0.0,1.0,4.25,0.25,5.25,1.5,5.75,0.75,1.0,1.25,0.0
chr2:59409595-59409596,1.75,106.341,0.0,47.9545,3.40909,0.795455,7.386360000000002,11.0,0.0,1.02273,4.29545,0.227273,5.06818,1.5,5.84091,0.727273,1.04545,1.22727,0.0
chr2:59409596-59409597,1.75,107.182,0.0,48.1591,3.3181800000000004,0.840909,7.27273,11.0,0.0,1.04545,4.34091,0.204545,4.88636,1.5,5.93182,0.704545,1.09091,1.20455,0.0
chr2:59409597-59409598,1.75,108.023,0.0,48.3636,3.22727,0.8863639999999999,7.159089999999999,11.0,0.0,1.06818,4.38636,0.181818,4.70455,1.5,6.02273,0.681818,1.13636,1.18182,0.0
chr2:59409604-59409605,1.75,113.909,0.0,49.7955,2.59091,1.20455,6.36364,11.0,0.0,1.22727,4.70455,0.0227273,3.43182,1.5,6.659089999999999,0.522727,1.45455,1.02273,0.0
chr2:59409605-59409606,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409610-59409611,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409611-59409612,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409612-59409613,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409614-59409615,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409618-59409619,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409619-59409620,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409620-59409621,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409624-59409625,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409629-59409630,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409635-59409636,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409639-59409640,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409643-59409644,1.75,114.75,0.0,50.0,2.5,1.25,6.25,11.0,0.0,1.25,4.75,0.0,3.25,1.5,6.75,0.5,1.5,1.0,0.0
chr2:59409647-59409648,1.88636,111.818,0.0,48.7727,2.22727,1.31818,5.70455,10.5909,0.0,1.38636,4.75,0.0,2.97727,1.5,6.95455,0.431818,1.56818,0.8636360000000001,0.0
chr2:59409650-59409651,2.02273,108.886,0.0,47.5455,1.95455,1.38636,5.15909,10.1818,0.0,1.52273,4.75,0.0,2.70455,1.5,7.159089999999999,0.363636,1.63636,0.727273,0.0
chr2:59409654-59409655,2.20455,104.977,0.0,45.9091,1.59091,1.47727,4.43182,9.63636,0.0,1.70455,4.75,0.0,2.34091,1.5,7.43182,0.272727,1.72727,0.545455,0.0
chr2:59409655-59409656,2.25,104.0,0.0,45.5,1.5,1.5,4.25,9.5,0.0,1.75,4.75,0.0,2.25,1.5,7.5,0.25,1.75,0.5,0.0
chr2:59409656-59409657,2.25,104.0,0.0,45.5,1.5,1.5,4.25,9.5,0.0,1.75,4.75,0.0,2.25,1.5,7.5,0.25,1.75,0.5,0.0
chr2:59409657-59409658,2.25,104.0,0.0,45.5,1.5,1.5,4.25,9.5,0.0,1.75,4.75,0.0,2.25,1.5,7.5,0.25,1.75,0.5,0.0
chr2:59409658-59409659,2.25,104.0,0.0,45.5,1.5,1.5,4.25,9.5,0.0,1.75,4.75,0.0,2.25,1.5,7.5,0.25,1.75,0.5,0.0
chr2:59409659-59409660,2.25,104.0,0.0,45.5,1.5,1.5,4.25,9.5,0.0,1.75,4.75,0.0,2.25,1.5,7.5,0.25,1.75,0.5,0.0
chr2:59409662-59409663,2.25,104.0,0.0,45.5,1.5,1.5,4.25,9.5,0.0,1.75,4.75,0.0,2.25,1.5,7.5,0.25,1.75,0.5,0.0
chr2:59409663-59409664,2.25,104.0,0.0,45.5,1.5,1.5,4.25,9.5,0.0,1.75,4.75,0.0,2.25,1.5,7.5,0.25,1.75,0.5,0.0
chr2:59409666-59409667,2.25,104.0,0.0,45.5,1.5,1.5,4.25,9.5,0.0,1.75,4.75,0.0,2.25,1.5,7.5,0.25,1.75,0.5,0.0
chr2:59529094-59529095,2.25,95.0,0.0,19.25,1.0,0.0,4.0,15.5,0.0,2.0,2.75,0.25,2.5,1.0,5.0,1.0,0.5,0.5,0.0
chr2:59529096-59529097,2.34091,99.6818,0.0,19.7955,0.954545,0.0,4.09091,15.6364,0.0,2.13636,2.97727,0.295455,2.77273,1.04545,5.18182,0.954545,0.454545,0.5,0.0
chr2:59529098-59529099,2.43182,104.364,0.0,20.3409,0.909091,0.0,4.18182,15.7727,0.0,2.27273,3.20455,0.340909,3.04545,1.09091,5.36364,0.909091,0.409091,0.5,0.0
chr2:59529099-59529100,2.47727,106.705,0.0,20.6136,0.8863639999999999,0.0,4.22727,15.8409,0.0,2.34091,3.3181800000000004,0.363636,3.18182,1.11364,5.45455,0.8863639999999999,0.386364,0.5,0.0
chr2:59529102-59529103,2.61364,113.727,0.0,21.4318,0.818182,0.0,4.36364,16.0455,0.0,2.54545,3.65909,0.431818,3.59091,1.18182,5.72727,0.818182,0.318182,0.5,0.0
chr2:59529104-59529105,2.70455,118.409,0.0,21.9773,0.772727,0.0,4.45455,16.1818,0.0,2.68182,3.88636,0.477273,3.86364,1.22727,5.90909,0.772727,0.272727,0.5,0.0
chr2:59529106-59529107,2.75,120.75,0.0,22.25,0.75,0.0,4.5,16.25,0.0,2.75,4.0,0.5,4.0,1.25,6.0,0.75,0.25,0.5,0.0
chr2:59529119-59529120,2.75,120.75,0.0,22.25,0.75,0.0,4.5,16.25,0.0,2.75,4.0,0.5,4.0,1.25,6.0,0.75,0.25,0.5,0.0
chr2:59529121-59529122,2.75,120.75,0.0,22.25,0.75,0.0,4.5,16.25,0.0,2.75,4.0,0.5,4.0,1.25,6.0,0.75,0.25,0.5,0.0
chr2:59529124-59529125,2.75,120.75,0.0,22.25,0.75,0.0,4.5,16.25,0.0,2.75,4.0,0.5,4.0,1.25,6.0,0.75,0.25,0.5,0.0
